region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Ростовская область,3,Здравоохранение и медицинские науки,31,3.31.00.00 - Клиническая медицина,"Подано, бюджет",5.04,4.71,4.27,4.52,5.06,5.08,4.09,3.63
Ростовская область,3,Здравоохранение и медицинские науки,31,3.31.00.00 - Клиническая медицина,"Подано, коммерция",7.03,6.4,5.73,6.83,5.58,6.42,5.44,5.03
Ростовская область,3,Здравоохранение и медицинские науки,31,3.31.00.00 - Клиническая медицина,"Принято, бюджет",2.99,14.27,15.08,14.75,15.98,15.01,16.22,13.59
Ростовская область,3,Здравоохранение и медицинские науки,31,3.31.00.00 - Клиническая медицина,"Принято, коммерция",3.69,0,NA,NA,NA,0,NA,NA
Ростовская область,3,Здравоохранение и медицинские науки,32,3.32.00.00 - Науки о здоровье и профилактическая медицина,"Подано, бюджет",0.1,0.09,0.11,0.07,0.09,0.09,0.08,0.11
Ростовская область,3,Здравоохранение и медицинские науки,32,3.32.00.00 - Науки о здоровье и профилактическая медицина,"Подано, коммерция",0,0.01,0.03,0.02,0.03,0.04,0.01,0.03
Ростовская область,3,Здравоохранение и медицинские науки,32,3.32.00.00 - Науки о здоровье и профилактическая медицина,"Принято, бюджет",0.11,0,0,0.03,0.08,0.03,0,0
Ростовская область,3,Здравоохранение и медицинские науки,32,3.32.00.00 - Науки о здоровье и профилактическая медицина,"Принято, коммерция",0,0,NA,NA,NA,0,NA,NA
Ростовская область,3,Здравоохранение и медицинские науки,33,3.33.00.00 - Фармация,"Подано, бюджет",1.5,1.08,1.39,1.17,1.41,1.04,0.89,0.87
Ростовская область,3,Здравоохранение и медицинские науки,33,3.33.00.00 - Фармация,"Подано, коммерция",4.34,5.02,5.14,3.64,3.44,3.13,3.14,3.51
Ростовская область,3,Здравоохранение и медицинские науки,33,3.33.00.00 - Фармация,"Принято, бюджет",0.53,0.13,0.05,0,0.03,0.03,0.05,0.06
